"CMS Certification Number (CCN)",HHCAHPS Survey Summary Star Rating,HHCAHPS Survey Summary Star Rating Footnote,Star Rating for health team gave care in a professional way,Footnote for Star Rating for gave care in a professional way,Percent of patients who reported that their home health team gave care in a professional way,Footnote for Percent of patients who reported that their home health team gave care in a professional way,Star Rating for health team communicated well with them,Footnote for Star Rating for communicated well with them,Percent of patients who reported that their home health team communicated well with them,Footnote for Percent of patients who reported that their home health team communicated well with them,"Star Rating team discussed medicines, pain, and home safety","Footnote Star Rating discussed medicines, pain, home safety","Percent of patients who reported that their home health team discussed medicines, pain, and home safety with them","Footnote for Percent of patients who reported that their home health team discussed medicines, pain, and home safety with them",Star Rating for how patients rated overall care from agency,Footnote for Star Rating for overall care from agency,"Percent of patients who gave their home health agency a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest)","Footnote for Percent of patients who gave their home health agency a rating of 9 or 10 on a scale from 0(lowest) to 10(highest)","Percent of patients who reported YES, they would definitely recommend the home health agency to friends and family","Footnote for Percent of patients who reported YES, they would definitely recommend the home health agency to friends and family",Number of completed Surveys,Footnote for number of completed surveys,Response rate,Footnote for response rate,Footnote Number
673148,5,,4,,91,,4,,87,,5,,90,,5,,92,,91,,70,,36,,
673149,3,11,3,11,87,11,3,11,84,11,3,11,83,11,3,11,87,11,82,11,66,11,19,11,11
673150,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
673151,4,,4,,89,,3,,86,,4,,86,,3,,83,,82,,180,,18,,
673153,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
673155,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
673157,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
673159,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
673160,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
673161,2,11,2,11,85,11,2,11,80,11,3,11,80,11,2,11,86,11,76,11,55,11,18,11,11
673162,1,,1,,79,,1,,74,,2,,74,,1,,66,,60,,199,,19,,
673163,Not Available,9,Not Available,9,98,9,Not Available,9,90,9,Not Available,9,100,9,Not Available,9,97,9,48,9,2,9,25,9,9
673164,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
673165,2,11,2,11,88,11,3,11,86,11,3,11,80,11,1,11,82,11,69,11,68,11,13,11,11
673167,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
673168,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
673169,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
673170,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
673171,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
673172,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
673174,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
673175,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
673178,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
673182,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
673183,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
673184,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
673185,5,,5,,97,,4,,92,,5,,92,,5,,93,,94,,78,,22,,
673186,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
673187,Not Available,11,Not Available,11,85,11,Not Available,11,82,11,Not Available,11,93,11,Not Available,11,89,11,58,11,18,11,15,11,11
673189,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
673190,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
673191,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
673192,Not Available,9,Not Available,9,88,9,Not Available,9,86,9,Not Available,9,84,9,Not Available,9,85,9,34,9,6,9,12,9,9
673193,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
673194,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
673195,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
673196,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
673197,Not Available,11,Not Available,11,90,11,Not Available,11,85,11,Not Available,11,80,11,Not Available,11,62,11,45,11,11,11,12,11,11
673198,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
673199,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677000,4,,5,,93,,4,,91,,5,,89,,3,,84,,81,,88,,25,,
677006,Not Available,11,Not Available,11,71,11,Not Available,11,67,11,Not Available,11,79,11,Not Available,11,57,11,59,11,35,11,14,11,11
677011,4,,5,,93,,3,,89,,3,,83,,4,,91,,87,,175,,28,,
677014,Not Available,11,Not Available,11,88,11,Not Available,11,79,11,Not Available,11,89,11,Not Available,11,84,11,70,11,30,11,18,11,11
677027,5,11,5,11,95,11,5,11,94,11,5,11,88,11,5,11,94,11,94,11,40,11,35,11,11
677035,3,,4,,88,,4,,86,,2,,78,,3,,84,,76,,344,,27,,
677037,3,,4,,89,,2,,81,,2,,75,,3,,81,,71,,264,,19,,
677052,4,,4,,88,,4,,85,,3,,83,,4,,89,,82,,261,,30,,
677065,4,11,5,11,94,11,4,11,88,11,3,11,81,11,5,11,93,11,90,11,64,11,36,11,11
677078,4,,5,,91,,4,,91,,4,,86,,4,,87,,85,,95,,25,,
677099,4,10,4,10,87,10,2,10,79,10,5,10,89,10,3,10,79,10,71,10,126,10,33,10,10
677101,5,,5,,94,,4,,91,,5,,90,,4,,91,,88,,467,,30,,
677103,Not Available,11,Not Available,11,93,11,Not Available,11,87,11,Not Available,11,77,11,Not Available,11,89,11,89,11,39,11,26,11,11
677109,3,,3,,86,,3,,85,,3,,80,,2,,78,,73,,307,,23,,
677125,4,,5,,90,,4,,86,,2,,79,,3,,84,,78,,280,,21,,
677127,4,,4,,88,,4,,88,,4,,85,,3,,81,,76,,209,,25,,
677132,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677137,3,,3,,85,,3,,84,,2,,79,,3,,82,,76,,241,,26,,
677142,5,11,5,11,92,11,5,11,94,11,5,11,88,11,4,11,95,11,91,11,69,11,36,11,11
677144,3,,3,,85,,3,,85,,4,,85,,3,,83,,80,,105,,21,,
677153,4,,4,,90,,4,,87,,3,,82,,3,,87,,82,,311,,26,,
677154,3,,4,,90,,4,,87,,2,,77,,3,,87,,80,,267,,24,,
677158,3,,3,,87,,3,,84,,2,,78,,3,,86,,78,,238,,19,,
677177,4,,5,,92,,4,,90,,4,,85,,4,,89,,85,,187,,30,,
677184,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677193,3,,3,,85,,3,,85,,3,,81,,3,,85,,83,,81,,24,,
677207,Not Available,11,Not Available,11,92,11,Not Available,11,86,11,Not Available,11,86,11,Not Available,11,84,11,86,11,26,11,18,11,11
677209,3,,4,,89,,3,,83,,1,,69,,4,,91,,81,,125,,19,,
677210,4,11,5,11,93,11,3,11,85,11,5,11,92,11,3,11,83,11,91,11,46,11,20,11,11
677211,1,11,1,11,79,11,1,11,76,11,1,11,65,11,1,11,74,11,58,11,69,11,12,11,11
677220,Not Available,9,Not Available,9,94,9,Not Available,9,75,9,Not Available,9,84,9,Not Available,9,90,9,68,9,7,9,14,9,9
677238,3,,3,,85,,2,,82,,2,,78,,3,,83,,79,,90,,17,,
677247,4,,4,,89,,4,,87,,4,,84,,4,,88,,78,,305,,23,,
677248,2,,2,,83,,3,,81,,2,,77,,2,,79,,75,,120,,18,,
677249,4,,3,,87,,4,,89,,5,,89,,3,,87,,85,,84,,28,,
677254,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677259,5,,5,,94,,5,,93,,5,,91,,5,,95,,87,,115,,38,,
677264,4,,5,,91,,4,,87,,2,,79,,4,,89,,77,,105,,23,,
677267,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677271,3,,4,,88,,3,,83,,3,,82,,3,,84,,76,,105,,21,,
677275,2,,3,,88,,2,,85,,2,,75,,2,,81,,81,,103,,26,,
677277,Not Available,11,Not Available,11,98,11,Not Available,11,93,11,Not Available,11,98,11,Not Available,11,97,11,98,11,18,11,46,11,11
677283,Not Available,11,Not Available,11,83,11,Not Available,11,77,11,Not Available,11,92,11,Not Available,11,80,11,88,11,19,11,17,11,11
677285,3,,3,,87,,4,,87,,2,,78,,4,,87,,85,,152,,13,,
677290,Not Available,11,Not Available,11,99,11,Not Available,11,86,11,Not Available,11,85,11,Not Available,11,97,11,91,11,11,11,39,11,11
677291,5,11,5,11,97,11,5,11,95,11,5,11,98,11,5,11,96,11,90,11,43,11,32,11,11
677296,Not Available,11,Not Available,11,90,11,Not Available,11,91,11,Not Available,11,77,11,Not Available,11,79,11,78,11,20,11,10,11,11
677297,4,,4,,89,,4,,86,,4,,84,,4,,89,,83,,134,,39,,
677299,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677412,4,,4,,90,,4,,90,,4,,84,,4,,87,,82,,333,,30,,
677415,5,11,5,11,94,11,4,11,90,11,5,11,88,11,4,11,89,11,83,11,46,11,27,11,11
677416,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677421,Not Available,11,Not Available,11,91,11,Not Available,11,91,11,Not Available,11,90,11,Not Available,11,92,11,79,11,24,11,26,11,11
677427,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677428,5,11,5,11,99,11,5,11,98,11,5,11,97,11,5,11,100,11,100,11,44,11,29,11,11
677433,4,11,4,11,88,11,4,11,90,11,3,11,82,11,4,11,91,11,79,11,59,11,33,11,11
677439,4,11,5,11,92,11,4,11,90,11,3,11,83,11,5,11,96,11,86,11,45,11,21,11,11
677447,3,,4,,87,,3,,86,,2,,77,,3,,85,,77,,237,,26,,
677455,4,,4,,91,,3,,87,,5,,88,,4,,81,,89,,102,,33,,
677457,4,,5,,94,,3,,87,,3,,80,,4,,88,,81,,98,,30,,
677458,5,,5,,93,,4,,90,,5,,88,,4,,92,,90,,111,,23,,
677492,3,,3,,87,,4,,86,,2,,79,,2,,80,,75,,118,,22,,
677504,4,11,4,11,89,11,4,11,87,11,2,11,77,11,4,11,82,11,80,11,49,11,26,11,11
677513,Not Available,9,Not Available,9,95,9,Not Available,9,80,9,Not Available,9,94,9,Not Available,9,65,9,65,9,5,9,15,9,9
677515,Not Available,11,Not Available,11,88,11,Not Available,11,91,11,Not Available,11,72,11,Not Available,11,92,11,80,11,37,11,17,11,11
677517,Not Available,9,Not Available,9,80,9,Not Available,9,82,9,Not Available,9,76,9,Not Available,9,73,9,99,9,4,9,15,9,9
677522,Not Available,11,Not Available,11,84,11,Not Available,11,79,11,Not Available,11,71,11,Not Available,11,74,11,71,11,39,11,11,11,11
677523,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677531,5,11,5,11,90,11,5,11,94,11,5,11,87,11,4,11,86,11,85,11,41,11,31,11,11
677532,Not Available,11,Not Available,11,90,11,Not Available,11,86,11,Not Available,11,91,11,Not Available,11,77,11,78,11,22,11,49,11,11
677544,4,,4,,90,,4,,87,,3,,82,,3,,86,,81,,299,,27,,
677545,4,,4,,90,,3,,86,,5,,87,,3,,86,,82,,268,,24,,
677548,Not Available,11,Not Available,11,96,11,Not Available,11,89,11,Not Available,11,86,11,Not Available,11,91,11,87,11,36,11,19,11,11
677566,4,,4,,89,,4,,87,,3,,83,,4,,88,,81,,510,,24,,
677569,Not Available,11,Not Available,11,90,11,Not Available,11,89,11,Not Available,11,85,11,Not Available,11,82,11,78,11,22,11,22,11,11
677586,3,,4,,87,,3,,86,,2,,78,,3,,82,,76,,150,,24,,
677594,Not Available,9,Not Available,9,100,9,Not Available,9,100,9,Not Available,9,94,9,Not Available,9,97,9,99,9,1,9,8,9,9
677604,Not Available,11,Not Available,11,96,11,Not Available,11,99,11,Not Available,11,94,11,Not Available,11,96,11,92,11,22,11,29,11,11
677605,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677616,4,,4,,86,,4,,86,,3,,83,,3,,85,,81,,173,,27,,
677617,5,11,5,11,95,11,5,11,96,11,5,11,94,11,5,11,99,11,100,11,41,11,42,11,11
677620,3,11,4,11,90,11,2,11,79,11,3,11,83,11,4,11,85,11,71,11,43,11,27,11,11
677624,4,,5,,92,,4,,90,,3,,83,,4,,89,,88,,175,,33,,
677648,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677657,4,,5,,92,,4,,88,,4,,85,,4,,93,,83,,85,,24,,
677660,4,,4,,91,,4,,89,,5,,88,,3,,81,,84,,99,,18,,
677661,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677665,3,,4,,88,,2,,80,,1,,70,,3,,82,,73,,144,,35,,
677668,Not Available,11,Not Available,11,78,11,Not Available,11,84,11,Not Available,11,86,11,Not Available,11,86,11,70,11,15,11,15,11,11
677672,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677686,Not Available,11,Not Available,11,94,11,Not Available,11,82,11,Not Available,11,92,11,Not Available,11,92,11,89,11,35,11,32,11,11
677694,4,,4,,89,,4,,87,,3,,82,,3,,86,,79,,297,,27,,
677712,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677720,3,,4,,89,,2,,83,,3,,80,,3,,83,,76,,223,,21,,
677734,Not Available,11,Not Available,11,92,11,Not Available,11,86,11,Not Available,11,73,11,Not Available,11,84,11,82,11,25,11,11,11,11
677735,4,,4,,90,,2,,82,,3,,81,,5,,90,,78,,115,,37,,
677789,4,,4,,90,,4,,90,,5,,87,,3,,85,,80,,111,,36,,
677792,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677796,4,11,4,11,91,11,4,11,93,11,5,11,92,11,4,11,91,11,90,11,68,11,30,11,11
677803,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677804,1,11,1,11,63,11,1,11,60,11,2,11,75,11,1,11,67,11,53,11,55,11,20,11,11
677805,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677806,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677807,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677808,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677809,Not Available,11,Not Available,11,93,11,Not Available,11,91,11,Not Available,11,85,11,Not Available,11,92,11,88,11,19,11,20,11,11
677810,Not Available,9,Not Available,9,89,9,Not Available,9,90,9,Not Available,9,88,9,Not Available,9,100,9,100,9,4,9,12,9,9
677811,5,,5,,93,,4,,92,,5,,88,,5,,93,,91,,164,,27,,
677813,Not Available,9,Not Available,9,89,9,Not Available,9,91,9,Not Available,9,74,9,Not Available,9,72,9,73,9,4,9,7,9,9
677814,3,,3,,84,,2,,82,,3,,81,,2,,77,,68,,190,,22,,
677816,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677817,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677819,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677821,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677822,2,11,3,11,85,11,2,11,81,11,1,11,68,11,2,11,77,11,63,11,46,11,15,11,11
677823,Not Available,9,Not Available,9,70,9,Not Available,9,66,9,Not Available,9,70,9,Not Available,9,57,9,57,9,9,9,32,9,9
677824,Not Available,11,Not Available,11,87,11,Not Available,11,84,11,Not Available,11,79,11,Not Available,11,71,11,67,11,23,11,27,11,11
677825,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677826,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677827,Not Available,11,Not Available,11,68,11,Not Available,11,74,11,Not Available,11,88,11,Not Available,11,68,11,76,11,35,11,15,11,11
677828,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677830,4,,4,,90,,4,,88,,4,,85,,4,,88,,84,,250,,30,,
677831,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677832,Not Available,11,Not Available,11,85,11,Not Available,11,91,11,Not Available,11,88,11,Not Available,11,90,11,97,11,12,11,22,11,11
677834,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677835,Not Available,9,Not Available,9,100,9,Not Available,9,99,9,Not Available,9,94,9,Not Available,9,92,9,0,9,1,9,4,9,9
677836,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677839,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677841,Not Available,11,Not Available,11,97,11,Not Available,11,97,11,Not Available,11,93,11,Not Available,11,98,11,92,11,36,11,24,11,11
677842,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677845,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677846,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677847,1,,1,,79,,1,,75,,1,,66,,1,,68,,62,,344,,17,,
677851,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677852,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677854,Not Available,9,Not Available,9,93,9,Not Available,9,79,9,Not Available,9,99,9,Not Available,9,100,9,100,9,7,9,13,9,9
677855,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677856,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677859,Not Available,11,Not Available,11,89,11,Not Available,11,84,11,Not Available,11,87,11,Not Available,11,81,11,93,11,20,11,38,11,11
677863,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677864,4,,4,,87,,4,,87,,5,,91,,4,,87,,83,,181,,23,,
677865,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677866,Not Available,11,Not Available,11,88,11,Not Available,11,87,11,Not Available,11,87,11,Not Available,11,87,11,74,11,39,11,18,11,11
677867,Not Available,11,Not Available,11,91,11,Not Available,11,90,11,Not Available,11,92,11,Not Available,11,94,11,91,11,34,11,23,11,11
677868,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677869,2,,3,,86,,1,,81,,1,,71,,2,,83,,72,,81,,12,,
677870,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677873,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677874,1,,1,,79,,1,,74,,2,,72,,1,,68,,55,,186,,12,,
677875,Not Available,9,Not Available,9,84,9,Not Available,9,78,9,Not Available,9,79,9,Not Available,9,81,9,67,9,8,9,13,9,9
677876,Not Available,"9,10",Not Available,"9,10",100,"9,10",Not Available,"9,10",69,"9,10",Not Available,"9,10",53,"9,10",Not Available,"9,10",4,"9,10",4,"9,10",1,"9,10",10,"9,10","9,10"
677877,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677878,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677881,Not Available,9,Not Available,9,95,9,Not Available,9,95,9,Not Available,9,93,9,Not Available,9,95,9,90,9,10,9,11,9,9
677884,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677887,5,11,5,11,96,11,5,11,96,11,5,11,95,11,5,11,95,11,95,11,65,11,44,11,11
677889,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677890,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677891,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677893,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677894,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
